worksheet_id,worksheet_name,worksheet_type,list_status,version_id,version_number,version_status,active,selected_at_initial_capture,version_label,version_note,status_display,export_required,export_requirement_reason,export_result,artifact_path,screenshot_path,capture_method,detail_url,blocker
88,Gene Up Microbial Analysis [Protocol] Worksheet Aspergillus Enriched Broth Preparation,Dynamic Spreadsheet,Active,279,1,OBSOLETE,false,false,1 - 1 - DRAFT - OBSOLETE,1 - DRAFT,OBSOLETE,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=88,
99,Gene Up Microbial Analysis [Protocol] Worksheet Gene Up PCR Program,Dynamic Spreadsheet,Active,348,1,APPROVED,true,true,1 - APPROVED (ACTIVE),,APPROVED Active since 04/21/2026,true,active_approved,blocked_browser_tooling_no_download_event,,,DOM extraction,https://ait.qbench.net/worksheet?id=99,Native Export Spreadsheet control produced no downloadable file through available browser tooling.
97,Gene Up Microbial Analysis [Protocol] Worksheet Sample Enrichment (Aspergillus),Dynamic Spreadsheet,Active,346,2,APPROVED,true,true,2 - APPROVED (ACTIVE),,APPROVED Active since 04/21/2026,true,active_approved,blocked_browser_tooling_no_download_event,,,DOM extraction,https://ait.qbench.net/worksheet?id=97,Native Export Spreadsheet control produced no downloadable file through available browser tooling.
97,Gene Up Microbial Analysis [Protocol] Worksheet Sample Enrichment (Aspergillus),Dynamic Spreadsheet,Active,345,1,OBSOLETE,false,false,1 - OBSOLETE,,OBSOLETE,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=97,
96,Gene Up Microbial Analysis [Protocol] Worksheet Sample Incubation,Dynamic Spreadsheet,Active,450,2,APPROVED,true,true,2 - APPROVED (ACTIVE),,APPROVED Active since 05/13/2026,true,active_approved,blocked_browser_tooling_no_download_event,,,DOM extraction,https://ait.qbench.net/worksheet?id=96,Native Export Spreadsheet control produced no downloadable file through available browser tooling.
96,Gene Up Microbial Analysis [Protocol] Worksheet Sample Incubation,Dynamic Spreadsheet,Active,344,1,APPROVED,false,false,1 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=96,
98,Gene Up Microbial Analysis [Protocol] Worksheet Sample Lysis (Sal/ STEC and Listeria),Dynamic Spreadsheet,Active,347,1,APPROVED,true,true,1 - APPROVED (ACTIVE),,APPROVED Active since 04/21/2026,true,active_approved,blocked_browser_tooling_no_download_event,,,DOM extraction,https://ait.qbench.net/worksheet?id=98,Native Export Spreadsheet control produced no downloadable file through available browser tooling.
90,Gene Up Microbial Analysis [Protocol] Worksheet Sample Preparation (Aspergillus),Dynamic Spreadsheet,Active,342,3,APPROVED,true,true,3 - APPROVED (ACTIVE),,APPROVED Active since 04/21/2026,true,active_approved,blocked_browser_tooling_no_download_event,,,DOM extraction,https://ait.qbench.net/worksheet?id=90,Native Export Spreadsheet control produced no downloadable file through available browser tooling.
90,Gene Up Microbial Analysis [Protocol] Worksheet Sample Preparation (Aspergillus),Dynamic Spreadsheet,Active,340,2,REJECTED,false,false,2 - REJECTED,,REJECTED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=90,
90,Gene Up Microbial Analysis [Protocol] Worksheet Sample Preparation (Aspergillus),Dynamic Spreadsheet,Active,280,1,OBSOLETE,false,false,1 - OBSOLETE,,OBSOLETE,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=90,
92,Gene Up Microbial Analysis [Protocol] Worksheet Sample Preparation (Listeria),Dynamic Spreadsheet,Active,341,2,APPROVED,true,true,2 - APPROVED (ACTIVE),,APPROVED Active since 04/21/2026,true,active_approved,blocked_browser_tooling_no_download_event,,,DOM extraction,https://ait.qbench.net/worksheet?id=92,Native Export Spreadsheet control produced no downloadable file through available browser tooling.
92,Gene Up Microbial Analysis [Protocol] Worksheet Sample Preparation (Listeria),Dynamic Spreadsheet,Active,282,1,OBSOLETE,false,false,1 - OBSOLETE,,OBSOLETE,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=92,
91,Gene Up Microbial Analysis [Protocol] Worksheet Sample Preparation (Sal/ STEC),Dynamic Spreadsheet,Active,343,2,APPROVED,true,true,2 - APPROVED (ACTIVE),,APPROVED Active since 04/21/2026,true,active_approved,blocked_browser_tooling_no_download_event,,,DOM extraction,https://ait.qbench.net/worksheet?id=91,Native Export Spreadsheet control produced no downloadable file through available browser tooling.
91,Gene Up Microbial Analysis [Protocol] Worksheet Sample Preparation (Sal/ STEC),Dynamic Spreadsheet,Active,281,1,OBSOLETE,false,false,1 - OBSOLETE,,OBSOLETE,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=91,
40,General {Protocol WS} Instrument Output and QBench Upload of Results,Dynamic Spreadsheet,Active,89,1,APPROVED,true,true,1 - APPROVED (ACTIVE),,APPROVED Active since 03/16/2026,true,active_approved,blocked_browser_tooling_no_download_event,,,DOM extraction,https://ait.qbench.net/worksheet?id=40,Native Export Spreadsheet control produced no downloadable file through available browser tooling.
5,Heavy Metals [Batch] Worksheet,Dynamic Spreadsheet,Active,588,28,APPROVED,true,true,28 - APPROVED (ACTIVE),,APPROVED Active since 06/05/2026,true,active_approved,blocked_browser_tooling_no_download_event,,,DOM extraction,https://ait.qbench.net/worksheet?id=5,Native Export Spreadsheet control produced no downloadable file through available browser tooling.
5,Heavy Metals [Batch] Worksheet,Dynamic Spreadsheet,Active,587,27,APPROVED,false,false,27 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=5,
5,Heavy Metals [Batch] Worksheet,Dynamic Spreadsheet,Active,563,26,APPROVED,false,false,26 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=5,
5,Heavy Metals [Batch] Worksheet,Dynamic Spreadsheet,Active,535,25,APPROVED,false,false,25 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=5,
5,Heavy Metals [Batch] Worksheet,Dynamic Spreadsheet,Active,484,24,APPROVED,false,false,24 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=5,
5,Heavy Metals [Batch] Worksheet,Dynamic Spreadsheet,Active,483,23,APPROVED,false,false,23 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=5,
5,Heavy Metals [Batch] Worksheet,Dynamic Spreadsheet,Active,459,22,APPROVED,false,false,22 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=5,
5,Heavy Metals [Batch] Worksheet,Dynamic Spreadsheet,Active,435,21,APPROVED,false,false,21 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=5,
5,Heavy Metals [Batch] Worksheet,Dynamic Spreadsheet,Active,303,20,APPROVED,false,false,20 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=5,
5,Heavy Metals [Batch] Worksheet,Dynamic Spreadsheet,Active,283,19,APPROVED,false,false,19 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=5,
5,Heavy Metals [Batch] Worksheet,Dynamic Spreadsheet,Active,253,18,APPROVED,false,false,18 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=5,
5,Heavy Metals [Batch] Worksheet,Dynamic Spreadsheet,Active,176,17,APPROVED,false,false,17 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=5,
5,Heavy Metals [Batch] Worksheet,Dynamic Spreadsheet,Active,175,16,APPROVED,false,false,16 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=5,
5,Heavy Metals [Batch] Worksheet,Dynamic Spreadsheet,Active,120,15,APPROVED,false,false,15 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=5,
5,Heavy Metals [Batch] Worksheet,Dynamic Spreadsheet,Active,119,14,APPROVED,false,false,14 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=5,
5,Heavy Metals [Batch] Worksheet,Dynamic Spreadsheet,Active,44,13,REJECTED,false,false,13 - REJECTED,,REJECTED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=5,
5,Heavy Metals [Batch] Worksheet,Dynamic Spreadsheet,Active,42,12,APPROVED,false,false,12 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=5,
5,Heavy Metals [Batch] Worksheet,Dynamic Spreadsheet,Active,41,11,APPROVED,false,false,11 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=5,
5,Heavy Metals [Batch] Worksheet,Dynamic Spreadsheet,Active,40,10,REJECTED,false,false,10 - REJECTED,,REJECTED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=5,
5,Heavy Metals [Batch] Worksheet,Dynamic Spreadsheet,Active,39,9,APPROVED,false,false,9 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=5,
5,Heavy Metals [Batch] Worksheet,Dynamic Spreadsheet,Active,38,8,APPROVED,false,false,8 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=5,
5,Heavy Metals [Batch] Worksheet,Dynamic Spreadsheet,Active,37,7,APPROVED,false,false,7 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=5,
5,Heavy Metals [Batch] Worksheet,Dynamic Spreadsheet,Active,36,6,APPROVED,false,false,6 - 5 - APPROVED,5,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=5,
5,Heavy Metals [Batch] Worksheet,Dynamic Spreadsheet,Active,34,5,APPROVED,false,false,5 - 4 - APPROVED,4,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=5,
5,Heavy Metals [Batch] Worksheet,Dynamic Spreadsheet,Active,30,4,APPROVED,false,false,4 - 3 - APPROVED,3,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=5,
5,Heavy Metals [Batch] Worksheet,Dynamic Spreadsheet,Active,20,3,REJECTED,false,false,3 - REJECTED,,REJECTED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=5,
5,Heavy Metals [Batch] Worksheet,Dynamic Spreadsheet,Active,19,2,APPROVED,false,false,2 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=5,
5,Heavy Metals [Batch] Worksheet,Dynamic Spreadsheet,Active,7,1,APPROVED,false,false,1 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=5,
50,Heavy Metals [Protocol WS] Analysis Elements and Mass Registration & Assay,Dynamic Spreadsheet,Active,110,3,APPROVED,true,true,3 - APPROVED (ACTIVE),,APPROVED Active since 03/17/2026,true,active_approved,blocked_browser_tooling_no_download_event,,,DOM extraction,https://ait.qbench.net/worksheet?id=50,Native Export Spreadsheet control produced no downloadable file through available browser tooling.
50,Heavy Metals [Protocol WS] Analysis Elements and Mass Registration & Assay,Dynamic Spreadsheet,Active,109,2,REJECTED,false,false,2 - REJECTED,,REJECTED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=50,
50,Heavy Metals [Protocol WS] Analysis Elements and Mass Registration & Assay,Dynamic Spreadsheet,Active,108,1,REJECTED,false,false,1 - REJECTED,,REJECTED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=50,
53,Heavy Metals [Protocol WS] Calculating and Reporting of Results,Dynamic Spreadsheet,Active,179,1,APPROVED,true,true,1 - APPROVED (ACTIVE),,APPROVED Active since 04/05/2026,true,active_approved,blocked_browser_tooling_no_download_event,,,DOM extraction,https://ait.qbench.net/worksheet?id=53,Native Export Spreadsheet control produced no downloadable file through available browser tooling.
49,Heavy Metals [Protocol WS] Instrument Setup,Dynamic Spreadsheet,Active,107,2,APPROVED,true,true,2 - APPROVED (ACTIVE),,APPROVED Active since 03/17/2026,true,active_approved,blocked_browser_tooling_no_download_event,,,DOM extraction,https://ait.qbench.net/worksheet?id=49,Native Export Spreadsheet control produced no downloadable file through available browser tooling.
49,Heavy Metals [Protocol WS] Instrument Setup,Dynamic Spreadsheet,Active,106,1,REJECTED,false,false,1 - REJECTED,,REJECTED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=49,
48,Heavy Metals [Protocol WS] Preparation of Samples After Digestion,Dynamic Spreadsheet,Active,105,1,APPROVED,true,true,1 - APPROVED (ACTIVE),,APPROVED Active since 03/17/2026,true,active_approved,blocked_browser_tooling_no_download_event,,,DOM extraction,https://ait.qbench.net/worksheet?id=48,Native Export Spreadsheet control produced no downloadable file through available browser tooling.
47,Heavy Metals [Protocol WS] Preparation of Samples Prior to Digestion,Dynamic Spreadsheet,Active,104,2,APPROVED,true,true,2 - APPROVED (ACTIVE),,APPROVED Active since 03/17/2026,true,active_approved,blocked_browser_tooling_no_download_event,,,DOM extraction,https://ait.qbench.net/worksheet?id=47,Native Export Spreadsheet control produced no downloadable file through available browser tooling.
47,Heavy Metals [Protocol WS] Preparation of Samples Prior to Digestion,Dynamic Spreadsheet,Active,103,1,APPROVED,false,false,1 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=47,
46,"Heavy Metals [Protocol WS] Preparation of the Blank, Fortified Blank, Matrix, and Matrix Spike Solutions",Dynamic Spreadsheet,Active,621,3,APPROVED,true,true,3 - APPROVED (ACTIVE),,APPROVED Active since 06/23/2026,true,active_approved,blocked_browser_tooling_no_download_event,,,DOM extraction,https://ait.qbench.net/worksheet?id=46,Native Export Spreadsheet control produced no downloadable file through available browser tooling.
46,"Heavy Metals [Protocol WS] Preparation of the Blank, Fortified Blank, Matrix, and Matrix Spike Solutions",Dynamic Spreadsheet,Active,102,2,APPROVED,false,false,2 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=46,
46,"Heavy Metals [Protocol WS] Preparation of the Blank, Fortified Blank, Matrix, and Matrix Spike Solutions",Dynamic Spreadsheet,Active,101,1,REJECTED,false,false,1 - REJECTED,,REJECTED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=46,
51,Heavy Metals [Protocol WS] Quality Control Requirements,Dynamic Spreadsheet,Active,622,4,APPROVED,true,true,4 - APPROVED (ACTIVE),,APPROVED Active since 06/23/2026,true,active_approved,blocked_browser_tooling_no_download_event,,,DOM extraction,https://ait.qbench.net/worksheet?id=51,Native Export Spreadsheet control produced no downloadable file through available browser tooling.
51,Heavy Metals [Protocol WS] Quality Control Requirements,Dynamic Spreadsheet,Active,178,3,APPROVED,false,false,3 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=51,
51,Heavy Metals [Protocol WS] Quality Control Requirements,Dynamic Spreadsheet,Active,112,2,OBSOLETE,false,false,2 - OBSOLETE,,OBSOLETE,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=51,
51,Heavy Metals [Protocol WS] Quality Control Requirements,Dynamic Spreadsheet,Active,111,1,REJECTED,false,false,1 - REJECTED,,REJECTED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=51,
6,Heavy Metals [Test] Worksheet,Dynamic Spreadsheet,Active,704,35,DRAFT,false,true,35 - [AIT-88] Set default note for METRC export - DRAFT,[AIT-88] Set default note for METRC export,DRAFT,true,newer_nonactive_version,blocked_browser_tooling_no_download_event,,,DOM extraction,https://ait.qbench.net/worksheet?id=6,Native Export Spreadsheet control produced no downloadable file through available browser tooling.
6,Heavy Metals [Test] Worksheet,Dynamic Spreadsheet,Active,675,34,APPROVED,true,false,34 - kv test - APPROVED (ACTIVE),kv test,APPROVED Active since 08/05/2026,true,active_approved,blocked_browser_tooling_no_download_event,,,DOM extraction,https://ait.qbench.net/worksheet?id=6,Native Export Spreadsheet control produced no downloadable file through available browser tooling.
6,Heavy Metals [Test] Worksheet,Dynamic Spreadsheet,Active,555,33,DRAFT,false,false,33 - [AIT-88] Add METRC table and named cells - DRAFT,[AIT-88] Add METRC table and named cells,DRAFT,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=6,
6,Heavy Metals [Test] Worksheet,Dynamic Spreadsheet,Active,537,32,APPROVED,false,false,32 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=6,
6,Heavy Metals [Test] Worksheet,Dynamic Spreadsheet,Active,536,31,APPROVED,false,false,31 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=6,
6,Heavy Metals [Test] Worksheet,Dynamic Spreadsheet,Active,436,30,APPROVED,false,false,30 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=6,
6,Heavy Metals [Test] Worksheet,Dynamic Spreadsheet,Active,411,29,APPROVED,false,false,29 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=6,
6,Heavy Metals [Test] Worksheet,Dynamic Spreadsheet,Active,323,28,APPROVED,false,false,28 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=6,
6,Heavy Metals [Test] Worksheet,Dynamic Spreadsheet,Active,255,27,APPROVED,false,false,27 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=6,
6,Heavy Metals [Test] Worksheet,Dynamic Spreadsheet,Active,224,26,APPROVED,false,false,26 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=6,
6,Heavy Metals [Test] Worksheet,Dynamic Spreadsheet,Active,199,25,APPROVED,false,false,25 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=6,
6,Heavy Metals [Test] Worksheet,Dynamic Spreadsheet,Active,198,24,APPROVED,false,false,24 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=6,
6,Heavy Metals [Test] Worksheet,Dynamic Spreadsheet,Active,189,23,APPROVED,false,false,23 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=6,
6,Heavy Metals [Test] Worksheet,Dynamic Spreadsheet,Active,186,22,APPROVED,false,false,22 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=6,
6,Heavy Metals [Test] Worksheet,Dynamic Spreadsheet,Active,177,21,APPROVED,false,false,21 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=6,
6,Heavy Metals [Test] Worksheet,Dynamic Spreadsheet,Active,163,20,APPROVED,false,false,20 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=6,
6,Heavy Metals [Test] Worksheet,Dynamic Spreadsheet,Active,133,19,APPROVED,false,false,19 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=6,
6,Heavy Metals [Test] Worksheet,Dynamic Spreadsheet,Active,132,18,APPROVED,false,false,18 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=6,
6,Heavy Metals [Test] Worksheet,Dynamic Spreadsheet,Active,131,17,APPROVED,false,false,17 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=6,
6,Heavy Metals [Test] Worksheet,Dynamic Spreadsheet,Active,130,16,APPROVED,false,false,16 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=6,
6,Heavy Metals [Test] Worksheet,Dynamic Spreadsheet,Active,129,15,REJECTED,false,false,15 - REJECTED,,REJECTED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=6,
6,Heavy Metals [Test] Worksheet,Dynamic Spreadsheet,Active,128,14,APPROVED,false,false,14 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=6,
6,Heavy Metals [Test] Worksheet,Dynamic Spreadsheet,Active,127,13,APPROVED,false,false,13 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=6,
6,Heavy Metals [Test] Worksheet,Dynamic Spreadsheet,Active,126,12,APPROVED,false,false,12 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=6,
6,Heavy Metals [Test] Worksheet,Dynamic Spreadsheet,Active,125,11,REJECTED,false,false,11 - REJECTED,,REJECTED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=6,
6,Heavy Metals [Test] Worksheet,Dynamic Spreadsheet,Active,124,10,APPROVED,false,false,10 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=6,
6,Heavy Metals [Test] Worksheet,Dynamic Spreadsheet,Active,123,9,APPROVED,false,false,9 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=6,
6,Heavy Metals [Test] Worksheet,Dynamic Spreadsheet,Active,122,8,APPROVED,false,false,8 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=6,
6,Heavy Metals [Test] Worksheet,Dynamic Spreadsheet,Active,121,7,APPROVED,false,false,7 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=6,
6,Heavy Metals [Test] Worksheet,Dynamic Spreadsheet,Active,43,6,REJECTED,false,false,6 - REJECTED,,REJECTED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=6,
6,Heavy Metals [Test] Worksheet,Dynamic Spreadsheet,Active,35,5,APPROVED,false,false,5 - 3 - APPROVED,3,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=6,
6,Heavy Metals [Test] Worksheet,Dynamic Spreadsheet,Active,33,4,APPROVED,false,false,4 - 2 - APPROVED,2,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=6,
6,Heavy Metals [Test] Worksheet,Dynamic Spreadsheet,Active,32,3,REJECTED,false,false,3 - 2 - REJECTED,2,REJECTED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=6,
6,Heavy Metals [Test] Worksheet,Dynamic Spreadsheet,Active,31,2,APPROVED,false,false,2 - 2 - APPROVED,2,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=6,
6,Heavy Metals [Test] Worksheet,Dynamic Spreadsheet,Active,8,1,APPROVED,false,false,1 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=6,
72,Homogeneity [Protocol WS] Homogeneity Evaluation & Reporting,Dynamic Spreadsheet,Active,236,1,APPROVED,true,true,1 - APPROVED (ACTIVE),,APPROVED Active since 04/15/2026,true,active_approved,blocked_browser_tooling_no_download_event,,,DOM extraction,https://ait.qbench.net/worksheet?id=72,Native Export Spreadsheet control produced no downloadable file through available browser tooling.
69,Homogeneity [Protocol WS] Pre-Conditions & QBench Setup,Dynamic Spreadsheet,Active,233,1,APPROVED,true,true,1 - APPROVED (ACTIVE),,APPROVED Active since 04/15/2026,true,active_approved,blocked_browser_tooling_no_download_event,,,DOM extraction,https://ait.qbench.net/worksheet?id=69,Native Export Spreadsheet control produced no downloadable file through available browser tooling.
71,Homogeneity [Protocol WS] Run Cannabinoid Potency Tests,Dynamic Spreadsheet,Active,235,1,APPROVED,true,true,1 - APPROVED (ACTIVE),,APPROVED Active since 04/15/2026,true,active_approved,blocked_browser_tooling_no_download_event,,,DOM extraction,https://ait.qbench.net/worksheet?id=71,Native Export Spreadsheet control produced no downloadable file through available browser tooling.
70,Homogeneity [Protocol WS] Sub-Sampling,Dynamic Spreadsheet,Active,237,2,APPROVED,true,true,2 - APPROVED (ACTIVE),,APPROVED Active since 04/16/2026,true,active_approved,blocked_browser_tooling_no_download_event,,,DOM extraction,https://ait.qbench.net/worksheet?id=70,Native Export Spreadsheet control produced no downloadable file through available browser tooling.
70,Homogeneity [Protocol WS] Sub-Sampling,Dynamic Spreadsheet,Active,234,1,APPROVED,false,false,1 - APPROVED,,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=70,
73,Homogeneity [Test WS],Dynamic Spreadsheet,Active,670,17,DRAFT,false,true,17 - [AIT-88] Add METRC table and named cells - DRAFT,[AIT-88] Add METRC table and named cells,DRAFT,true,newer_nonactive_version,blocked_browser_tooling_no_download_event,,,DOM extraction,https://ait.qbench.net/worksheet?id=73,Native Export Spreadsheet control produced no downloadable file through available browser tooling.
73,Homogeneity [Test WS],Dynamic Spreadsheet,Active,668,16,APPROVED,true,false,16 - edit - APPROVED (ACTIVE),edit,APPROVED Active since 07/29/2026,true,active_approved,blocked_browser_tooling_no_download_event,,,DOM extraction,https://ait.qbench.net/worksheet?id=73,Native Export Spreadsheet control produced no downloadable file through available browser tooling.
73,Homogeneity [Test WS],Dynamic Spreadsheet,Active,641,15,APPROVED,false,false,15 - Test - APPROVED,Test,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=73,
73,Homogeneity [Test WS],Dynamic Spreadsheet,Active,638,14,APPROVED,false,false,14 - V3 - APPROVED,V3,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=73,
73,Homogeneity [Test WS],Dynamic Spreadsheet,Active,636,13,APPROVED,false,false,13 - homogeneity v2 - APPROVED,homogeneity v2,APPROVED,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=73,
73,Homogeneity [Test WS],Dynamic Spreadsheet,Active,633,12,OBSOLETE,false,false,12 - Homogeneity approved - OBSOLETE,Homogeneity approved,OBSOLETE,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=73,
73,Homogeneity [Test WS],Dynamic Spreadsheet,Active,625,11,PENDING,false,false,11 - test automation - PENDING,test automation,PENDING Approve Reject,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=73,
73,Homogeneity [Test WS],Dynamic Spreadsheet,Active,600,10,DRAFT,false,false,10 - [AIT-88] Add METRC table and named cells - DRAFT,[AIT-88] Add METRC table and named cells,DRAFT,false,,not_required_by_version_policy,,,DOM extraction,https://ait.qbench.net/worksheet?id=73,
