object_type,pane_id,field_id,label,api_system_name,field_classification,data_type,required_optional,read_only_writable,default_value_state,default_value,units,validation,option_source,key_value_store_association,formula,derived_behavior,conditional_visibility,layout_section,layout_group,display_order,display_state,active_inactive_state,global_division_definition,program_restriction,assay_restriction,matrix_restriction,external_system_mapping,report_usage,automation_usage,parser_usage
Test,fields-test,not_exposed,Sample Weight,test_sample_weight,additional,not_exposed_without_prohibited_edit_action,optional,not_exposed_without_prohibited_edit_action,exposed_empty,,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,hidden_on_order_receiving,not_exposed,Product Label Amounts,2,visible_in_qbench_ui,not_separately_exposed,true,not_exposed,not_exposed,not_exposed,"[{""configured"":true,""field_classification"":""additional"",""target"":""lims""},{""configured"":true,""field_classification"":""additional"",""target"":""portal""}]",not_exposed,not_exposed,not_exposed
Test,fields-test,not_exposed,Status,status,core,not_exposed_without_prohibited_edit_action,optional,not_exposed_without_prohibited_edit_action,exposed_safe,NOT STARTED,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,shown_on_order_receiving,not_exposed,ungrouped_or_not_exposed,3,visible_in_qbench_ui,not_separately_exposed,true,not_exposed,not_exposed,not_exposed,"[{""configured"":true,""field_classification"":""core"",""target"":""lims""},{""configured"":false,""field_classification"":""core"",""target"":""portal""}]",not_exposed,not_exposed,not_exposed
Test,fields-test,not_exposed,Technician,tech,core,not_exposed_without_prohibited_edit_action,optional,not_exposed_without_prohibited_edit_action,exposed_empty,,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,hidden_on_order_receiving,not_exposed,ungrouped_or_not_exposed,4,visible_in_qbench_ui,not_separately_exposed,true,not_exposed,not_exposed,not_exposed,"[{""configured"":true,""field_classification"":""core"",""target"":""lims""},{""configured"":true,""field_classification"":""core"",""target"":""portal""}]",not_exposed,not_exposed,not_exposed
Test,fields-test,not_exposed,Microbials Requested (if not part of panel),microbials_selection,additional,not_exposed_without_prohibited_edit_action,optional,not_exposed_without_prohibited_edit_action,exposed_safe,[],not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed,not_exposed,ungrouped_or_not_exposed,5,hidden_in_qbench_ui,not_separately_exposed,true,not_exposed,not_exposed,not_exposed,"[{""configured"":true,""field_classification"":""additional"",""target"":""lims""},{""configured"":true,""field_classification"":""additional"",""target"":""portal""}]",not_exposed,not_exposed,not_exposed
Test,fields-test,not_exposed,Estimated Start Date,estimated_start_date,core,not_exposed_without_prohibited_edit_action,optional,not_exposed_without_prohibited_edit_action,exposed_empty,,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,hidden_on_order_receiving,not_exposed,ungrouped_or_not_exposed,6,visible_in_qbench_ui,not_separately_exposed,true,not_exposed,not_exposed,not_exposed,"[{""configured"":true,""field_classification"":""core"",""target"":""lims""},{""configured"":true,""field_classification"":""core"",""target"":""portal""}]",not_exposed,not_exposed,not_exposed
Test,fields-test,not_exposed,Estimated Complete Date,estimated_complete_date,core,not_exposed_without_prohibited_edit_action,optional,not_exposed_without_prohibited_edit_action,exposed_empty,,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,hidden_on_order_receiving,not_exposed,ungrouped_or_not_exposed,7,visible_in_qbench_ui,not_separately_exposed,true,not_exposed,not_exposed,not_exposed,"[{""configured"":true,""field_classification"":""core"",""target"":""lims""},{""configured"":true,""field_classification"":""core"",""target"":""portal""}]",not_exposed,not_exposed,not_exposed
Test,fields-test,not_exposed,Complete Date,complete_date,core,not_exposed_without_prohibited_edit_action,optional,not_exposed_without_prohibited_edit_action,exposed_empty,,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,hidden_on_order_receiving,not_exposed,ungrouped_or_not_exposed,8,visible_in_qbench_ui,not_separately_exposed,true,not_exposed,not_exposed,not_exposed,"[{""configured"":true,""field_classification"":""core"",""target"":""lims""},{""configured"":true,""field_classification"":""core"",""target"":""portal""}]",not_exposed,not_exposed,not_exposed
Test,fields-test,not_exposed,Tags,tags,core,not_exposed_without_prohibited_edit_action,optional,not_exposed_without_prohibited_edit_action,exposed_empty,,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,hidden_on_order_receiving,not_exposed,ungrouped_or_not_exposed,9,visible_in_qbench_ui,not_separately_exposed,true,not_exposed,not_exposed,not_exposed,"[{""configured"":true,""field_classification"":""core"",""target"":""lims""},{""configured"":true,""field_classification"":""core"",""target"":""portal""}]",not_exposed,not_exposed,not_exposed
Test,fields-test,not_exposed,Results,results,core,not_exposed_without_prohibited_edit_action,optional,not_exposed_without_prohibited_edit_action,exposed_empty,,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,hidden_on_order_receiving,not_exposed,ungrouped_or_not_exposed,10,visible_in_qbench_ui,not_separately_exposed,true,not_exposed,not_exposed,not_exposed,"[{""configured"":true,""field_classification"":""core"",""target"":""lims""},{""configured"":false,""field_classification"":""core"",""target"":""portal""}]",not_exposed,not_exposed,not_exposed
Test,fields-test,not_exposed,Comments,comments,core,not_exposed_without_prohibited_edit_action,optional,not_exposed_without_prohibited_edit_action,exposed_empty,,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,shown_on_order_receiving,not_exposed,ungrouped_or_not_exposed,11,visible_in_qbench_ui,not_separately_exposed,true,not_exposed,not_exposed,not_exposed,"[{""configured"":true,""field_classification"":""core"",""target"":""lims""},{""configured"":true,""field_classification"":""core"",""target"":""portal""}]",not_exposed,not_exposed,not_exposed
Test,fields-test,not_exposed,True Mass per Unit,true_mass_per_unit,additional,not_exposed_without_prohibited_edit_action,optional,not_exposed_without_prohibited_edit_action,exposed_empty,,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,hidden_on_order_receiving,not_exposed,ungrouped_or_not_exposed,13,visible_in_qbench_ui,not_separately_exposed,true,not_exposed,not_exposed,not_exposed,"[{""configured"":true,""field_classification"":""additional"",""target"":""lims""},{""configured"":true,""field_classification"":""additional"",""target"":""portal""}]",not_exposed,not_exposed,not_exposed
Test,fields-test,not_exposed,Worksheet Data,worksheet_data,core,not_exposed_without_prohibited_edit_action,optional,not_exposed_without_prohibited_edit_action,not_exposed,,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed,not_exposed,ungrouped_or_not_exposed,,visible_in_qbench_ui,not_separately_exposed,not_exposed,not_exposed,not_exposed,not_exposed,"[{""configured"":true,""field_classification"":""core"",""target"":""lims""},{""configured"":true,""field_classification"":""core"",""target"":""portal""}]",not_exposed,not_exposed,not_exposed
Source,fields-source,not_exposed,Lab ID,lab_id,not_exposed,not_exposed_without_prohibited_edit_action,optional,not_exposed_without_prohibited_edit_action,exposed_empty,,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed,not_exposed,ungrouped_or_not_exposed,1,visible_in_qbench_ui,not_separately_exposed,true,not_exposed,not_exposed,not_exposed,[],not_exposed,not_exposed,not_exposed
Source,fields-source,not_exposed,Display Name,display_name,not_exposed,not_exposed_without_prohibited_edit_action,required,not_exposed_without_prohibited_edit_action,not_exposed,,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed,not_exposed,ungrouped_or_not_exposed,2,visible_in_qbench_ui,not_separately_exposed,not_exposed,not_exposed,not_exposed,not_exposed,[],not_exposed,not_exposed,not_exposed
Source,fields-source,not_exposed,Identifier,identifier,not_exposed,not_exposed_without_prohibited_edit_action,optional,not_exposed_without_prohibited_edit_action,exposed_empty,,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed,not_exposed,ungrouped_or_not_exposed,3,visible_in_qbench_ui,not_separately_exposed,true,not_exposed,not_exposed,not_exposed,[],not_exposed,not_exposed,not_exposed
Source,fields-source,not_exposed,First Name,first_name,not_exposed,not_exposed_without_prohibited_edit_action,optional,not_exposed_without_prohibited_edit_action,exposed_empty,,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed,not_exposed,ungrouped_or_not_exposed,4,visible_in_qbench_ui,not_separately_exposed,true,not_exposed,not_exposed,not_exposed,[],not_exposed,not_exposed,not_exposed
Source,fields-source,not_exposed,Last Name,last_name,not_exposed,not_exposed_without_prohibited_edit_action,optional,not_exposed_without_prohibited_edit_action,exposed_empty,,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed,not_exposed,ungrouped_or_not_exposed,5,visible_in_qbench_ui,not_separately_exposed,true,not_exposed,not_exposed,not_exposed,[],not_exposed,not_exposed,not_exposed
Source,fields-source,not_exposed,Date of Birth,date_of_birth,not_exposed,not_exposed_without_prohibited_edit_action,optional,not_exposed_without_prohibited_edit_action,exposed_empty,,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed,not_exposed,ungrouped_or_not_exposed,6,visible_in_qbench_ui,not_separately_exposed,true,not_exposed,not_exposed,not_exposed,[],not_exposed,not_exposed,not_exposed
Source,fields-source,not_exposed,Description,description,not_exposed,not_exposed_without_prohibited_edit_action,optional,not_exposed_without_prohibited_edit_action,exposed_empty,,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed,not_exposed,ungrouped_or_not_exposed,7,visible_in_qbench_ui,not_separately_exposed,true,not_exposed,not_exposed,not_exposed,[],not_exposed,not_exposed,not_exposed
Source,fields-source,not_exposed,Longitude,longitude,not_exposed,not_exposed_without_prohibited_edit_action,optional,not_exposed_without_prohibited_edit_action,exposed_empty,,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed,not_exposed,ungrouped_or_not_exposed,8,visible_in_qbench_ui,not_separately_exposed,true,not_exposed,not_exposed,not_exposed,[],not_exposed,not_exposed,not_exposed
Source,fields-source,not_exposed,Latitude,latitude,not_exposed,not_exposed_without_prohibited_edit_action,optional,not_exposed_without_prohibited_edit_action,exposed_empty,,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed,not_exposed,ungrouped_or_not_exposed,9,visible_in_qbench_ui,not_separately_exposed,true,not_exposed,not_exposed,not_exposed,[],not_exposed,not_exposed,not_exposed
Source,fields-source,not_exposed,Tags,tags,not_exposed,not_exposed_without_prohibited_edit_action,optional,not_exposed_without_prohibited_edit_action,exposed_empty,,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed,not_exposed,ungrouped_or_not_exposed,10,visible_in_qbench_ui,not_separately_exposed,true,not_exposed,not_exposed,not_exposed,[],not_exposed,not_exposed,not_exposed
Batch,fields-batch,not_exposed,Batch Name,display_name,not_exposed,not_exposed_without_prohibited_edit_action,optional,not_exposed_without_prohibited_edit_action,exposed_empty,,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed,not_exposed,ungrouped_or_not_exposed,1,visible_in_qbench_ui,not_separately_exposed,true,not_exposed,not_exposed,not_exposed,[],not_exposed,not_exposed,not_exposed
Batch,fields-batch,not_exposed,Date Created,date_created,not_exposed,not_exposed_without_prohibited_edit_action,optional,not_exposed_without_prohibited_edit_action,exposed_empty,,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed,not_exposed,ungrouped_or_not_exposed,2,visible_in_qbench_ui,not_separately_exposed,true,not_exposed,not_exposed,not_exposed,[],not_exposed,not_exposed,not_exposed
Batch,fields-batch,not_exposed,Assay,assay,not_exposed,not_exposed_without_prohibited_edit_action,optional,not_exposed_without_prohibited_edit_action,exposed_empty,,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed,not_exposed,ungrouped_or_not_exposed,3,visible_in_qbench_ui,not_separately_exposed,true,not_exposed,not_exposed,not_exposed,[],not_exposed,not_exposed,not_exposed
Batch,fields-batch,not_exposed,Tags,tags,not_exposed,not_exposed_without_prohibited_edit_action,optional,not_exposed_without_prohibited_edit_action,exposed_empty,,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed,not_exposed,ungrouped_or_not_exposed,4,visible_in_qbench_ui,not_separately_exposed,true,not_exposed,not_exposed,not_exposed,[],not_exposed,not_exposed,not_exposed
Batch,fields-batch,not_exposed,Worksheet,worksheet,not_exposed,not_exposed_without_prohibited_edit_action,optional,not_exposed_without_prohibited_edit_action,exposed_empty,,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed,not_exposed,ungrouped_or_not_exposed,5,visible_in_qbench_ui,not_separately_exposed,true,not_exposed,not_exposed,not_exposed,[],not_exposed,not_exposed,not_exposed
Batch,fields-batch,not_exposed,Protocol,protocol,not_exposed,not_exposed_without_prohibited_edit_action,optional,not_exposed_without_prohibited_edit_action,exposed_empty,,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed,not_exposed,ungrouped_or_not_exposed,6,visible_in_qbench_ui,not_separately_exposed,true,not_exposed,not_exposed,not_exposed,[],not_exposed,not_exposed,not_exposed
Batch,fields-batch,not_exposed,Child Batches,child_batches,not_exposed,not_exposed_without_prohibited_edit_action,optional,not_exposed_without_prohibited_edit_action,not_exposed,,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed,not_exposed,ungrouped_or_not_exposed,,visible_in_qbench_ui,not_separately_exposed,not_exposed,not_exposed,not_exposed,not_exposed,[],not_exposed,not_exposed,not_exposed
Batch,fields-batch,not_exposed,Samples,samples,not_exposed,not_exposed_without_prohibited_edit_action,optional,not_exposed_without_prohibited_edit_action,not_exposed,,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed,not_exposed,ungrouped_or_not_exposed,,visible_in_qbench_ui,not_separately_exposed,not_exposed,not_exposed,not_exposed,not_exposed,[],not_exposed,not_exposed,not_exposed
Batch,fields-batch,not_exposed,Tests,tests,not_exposed,not_exposed_without_prohibited_edit_action,optional,not_exposed_without_prohibited_edit_action,not_exposed,,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed,not_exposed,ungrouped_or_not_exposed,,visible_in_qbench_ui,not_separately_exposed,not_exposed,not_exposed,not_exposed,not_exposed,[],not_exposed,not_exposed,not_exposed
Batch,fields-batch,not_exposed,Platemap,platemap,not_exposed,not_exposed_without_prohibited_edit_action,optional,not_exposed_without_prohibited_edit_action,not_exposed,,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed,not_exposed,ungrouped_or_not_exposed,,visible_in_qbench_ui,not_separately_exposed,not_exposed,not_exposed,not_exposed,not_exposed,[],not_exposed,not_exposed,not_exposed
Batch,fields-batch,not_exposed,Worksheet Data,worksheet_data,not_exposed,not_exposed_without_prohibited_edit_action,optional,not_exposed_without_prohibited_edit_action,not_exposed,,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed,not_exposed,ungrouped_or_not_exposed,,visible_in_qbench_ui,not_separately_exposed,not_exposed,not_exposed,not_exposed,not_exposed,[],not_exposed,not_exposed,not_exposed
Batch,fields-batch,not_exposed,Inventory Stock,inventory_stock,not_exposed,not_exposed_without_prohibited_edit_action,optional,not_exposed_without_prohibited_edit_action,not_exposed,,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed,not_exposed,ungrouped_or_not_exposed,,visible_in_qbench_ui,not_separately_exposed,not_exposed,not_exposed,not_exposed,not_exposed,[],not_exposed,not_exposed,not_exposed
Control,fields-control,not_exposed,Name,name,not_exposed,not_exposed_without_prohibited_edit_action,optional,not_exposed_without_prohibited_edit_action,not_exposed,,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed,not_exposed,ungrouped_or_not_exposed,1,visible_in_qbench_ui,not_separately_exposed,not_exposed,not_exposed,not_exposed,not_exposed,[],not_exposed,not_exposed,not_exposed
Control,fields-control,not_exposed,In Use Date,in_use_date,not_exposed,not_exposed_without_prohibited_edit_action,optional,not_exposed_without_prohibited_edit_action,not_exposed,,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed,not_exposed,ungrouped_or_not_exposed,2,visible_in_qbench_ui,not_separately_exposed,not_exposed,not_exposed,not_exposed,not_exposed,[],not_exposed,not_exposed,not_exposed
Control,fields-control,not_exposed,Retired Date,retired_date,not_exposed,not_exposed_without_prohibited_edit_action,optional,not_exposed_without_prohibited_edit_action,not_exposed,,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed,not_exposed,ungrouped_or_not_exposed,3,visible_in_qbench_ui,not_separately_exposed,not_exposed,not_exposed,not_exposed,not_exposed,[],not_exposed,not_exposed,not_exposed
Control,fields-control,not_exposed,Description,description,not_exposed,not_exposed_without_prohibited_edit_action,optional,not_exposed_without_prohibited_edit_action,not_exposed,,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed,not_exposed,ungrouped_or_not_exposed,4,visible_in_qbench_ui,not_separately_exposed,not_exposed,not_exposed,not_exposed,not_exposed,[],not_exposed,not_exposed,not_exposed
User,fields-user,not_exposed,First Name,first_name,not_exposed,not_exposed_without_prohibited_edit_action,optional,not_exposed_without_prohibited_edit_action,not_exposed,,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed,not_exposed,ungrouped_or_not_exposed,1,visible_in_qbench_ui,not_separately_exposed,not_exposed,not_exposed,not_exposed,not_exposed,[],not_exposed,not_exposed,not_exposed
User,fields-user,not_exposed,Last Name,last_name,not_exposed,not_exposed_without_prohibited_edit_action,optional,not_exposed_without_prohibited_edit_action,not_exposed,,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed,not_exposed,ungrouped_or_not_exposed,2,visible_in_qbench_ui,not_separately_exposed,not_exposed,not_exposed,not_exposed,not_exposed,[],not_exposed,not_exposed,not_exposed
User,fields-user,not_exposed,Email,email,not_exposed,not_exposed_without_prohibited_edit_action,optional,not_exposed_without_prohibited_edit_action,not_exposed,,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed,not_exposed,ungrouped_or_not_exposed,3,visible_in_qbench_ui,not_separately_exposed,not_exposed,not_exposed,not_exposed,not_exposed,[],not_exposed,not_exposed,not_exposed
User,fields-user,not_exposed,Phone,phone,not_exposed,not_exposed_without_prohibited_edit_action,optional,not_exposed_without_prohibited_edit_action,not_exposed,,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed,not_exposed,ungrouped_or_not_exposed,4,visible_in_qbench_ui,not_separately_exposed,not_exposed,not_exposed,not_exposed,not_exposed,[],not_exposed,not_exposed,not_exposed
User,fields-user,not_exposed,Title,title,not_exposed,not_exposed_without_prohibited_edit_action,optional,not_exposed_without_prohibited_edit_action,not_exposed,,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed,not_exposed,ungrouped_or_not_exposed,5,visible_in_qbench_ui,not_separately_exposed,not_exposed,not_exposed,not_exposed,not_exposed,[],not_exposed,not_exposed,not_exposed
Assay,fields-assay,not_exposed,Title,title,not_exposed,not_exposed_without_prohibited_edit_action,optional,not_exposed_without_prohibited_edit_action,not_exposed,,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,hidden_on_order_receiving,not_exposed,ungrouped_or_not_exposed,1,visible_in_qbench_ui,not_separately_exposed,not_exposed,not_exposed,not_exposed,not_exposed,[],not_exposed,not_exposed,not_exposed
Assay,fields-assay,not_exposed,Assay Abbreviation,assay_abbreviation,not_exposed,not_exposed_without_prohibited_edit_action,optional,not_exposed_without_prohibited_edit_action,exposed_empty,,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,hidden_on_order_receiving,not_exposed,ungrouped_or_not_exposed,2,visible_in_qbench_ui,not_separately_exposed,true,not_exposed,not_exposed,not_exposed,[],not_exposed,not_exposed,not_exposed
Assay,fields-assay,not_exposed,Method,method,not_exposed,not_exposed_without_prohibited_edit_action,optional,not_exposed_without_prohibited_edit_action,not_exposed,,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,hidden_on_order_receiving,not_exposed,ungrouped_or_not_exposed,3,visible_in_qbench_ui,not_separately_exposed,not_exposed,not_exposed,not_exposed,not_exposed,[],not_exposed,not_exposed,not_exposed
Assay,fields-assay,not_exposed,Category,category,not_exposed,not_exposed_without_prohibited_edit_action,optional,not_exposed_without_prohibited_edit_action,not_exposed,,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,not_exposed_without_prohibited_edit_action,hidden_on_order_receiving,not_exposed,ungrouped_or_not_exposed,4,visible_in_qbench_ui,not_separately_exposed,not_exposed,not_exposed,not_exposed,not_exposed,[],not_exposed,not_exposed,not_exposed
