store_id,store_name,ordinal,path_json,path_occurrence,value_type,value,redaction_reason
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,419,"[""ND Medical"",""Cannabis Flower"",""Cadmium"",""LOQ""]",1,number,0.1,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,420,"[""ND Medical"",""Cannabis Flower"",""Cadmium"",""MU""]",1,string,,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,421,"[""ND Medical"",""Cannabis Flower"",""Cadmium"",""Pass/Fail Limits""]",1,number,0.3,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,423,"[""ND Medical"",""Cannabis Flower"",""Lead"",""LOQ""]",1,number,0.1,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,424,"[""ND Medical"",""Cannabis Flower"",""Lead"",""MU""]",1,string,,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,425,"[""ND Medical"",""Cannabis Flower"",""Lead"",""Pass/Fail Limits""]",1,number,1,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,427,"[""ND Medical"",""Cannabis Flower"",""Mercury"",""LOQ""]",1,number,0.1,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,428,"[""ND Medical"",""Cannabis Flower"",""Mercury"",""MU""]",1,string,,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,429,"[""ND Medical"",""Cannabis Flower"",""Mercury"",""Pass/Fail Limits""]",1,number,0.2,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,433,"[""National Hemp"",""Cannabis or Hemp Concentrate"",""Arsenic"",""LOQ""]",1,number,0.05,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,434,"[""National Hemp"",""Cannabis or Hemp Concentrate"",""Arsenic"",""MU""]",1,number,10.7,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,435,"[""National Hemp"",""Cannabis or Hemp Concentrate"",""Arsenic"",""Pass/Fail Limits""]",1,number,1.5,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,437,"[""National Hemp"",""Cannabis or Hemp Concentrate"",""Cadmium"",""LOQ""]",1,number,0.05,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,438,"[""National Hemp"",""Cannabis or Hemp Concentrate"",""Cadmium"",""MU""]",1,number,30.7,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,439,"[""National Hemp"",""Cannabis or Hemp Concentrate"",""Cadmium"",""Pass/Fail Limits""]",1,number,0.5,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,441,"[""National Hemp"",""Cannabis or Hemp Concentrate"",""Lead"",""LOQ""]",1,number,0.05,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,442,"[""National Hemp"",""Cannabis or Hemp Concentrate"",""Lead"",""MU""]",1,number,5.4,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,443,"[""National Hemp"",""Cannabis or Hemp Concentrate"",""Lead"",""Pass/Fail Limits""]",1,number,0.5,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,445,"[""National Hemp"",""Cannabis or Hemp Concentrate"",""Mercury"",""LOQ""]",1,number,0.05,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,446,"[""National Hemp"",""Cannabis or Hemp Concentrate"",""Mercury"",""MU""]",1,number,17.6,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,447,"[""National Hemp"",""Cannabis or Hemp Concentrate"",""Mercury"",""Pass/Fail Limits""]",1,number,3,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,450,"[""National Hemp"",""Cannabis or Hemp Flower for Concentrate"",""Arsenic"",""LOQ""]",1,number,0.05,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,451,"[""National Hemp"",""Cannabis or Hemp Flower for Concentrate"",""Arsenic"",""MU""]",1,number,20.6,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,452,"[""National Hemp"",""Cannabis or Hemp Flower for Concentrate"",""Arsenic"",""Pass/Fail Limits""]",1,number,1.5,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,454,"[""National Hemp"",""Cannabis or Hemp Flower for Concentrate"",""Cadmium"",""LOQ""]",1,number,0.05,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,455,"[""National Hemp"",""Cannabis or Hemp Flower for Concentrate"",""Cadmium"",""MU""]",1,number,32.2,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,456,"[""National Hemp"",""Cannabis or Hemp Flower for Concentrate"",""Cadmium"",""Pass/Fail Limits""]",1,number,0.5,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,458,"[""National Hemp"",""Cannabis or Hemp Flower for Concentrate"",""Lead"",""LOQ""]",1,number,0.05,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,459,"[""National Hemp"",""Cannabis or Hemp Flower for Concentrate"",""Lead"",""MU""]",1,number,48.8,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,460,"[""National Hemp"",""Cannabis or Hemp Flower for Concentrate"",""Lead"",""Pass/Fail Limits""]",1,number,0.5,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,462,"[""National Hemp"",""Cannabis or Hemp Flower for Concentrate"",""Mercury"",""LOQ""]",1,number,0.05,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,463,"[""National Hemp"",""Cannabis or Hemp Flower for Concentrate"",""Mercury"",""MU""]",1,number,13,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,464,"[""National Hemp"",""Cannabis or Hemp Flower for Concentrate"",""Mercury"",""Pass/Fail Limits""]",1,number,3,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,467,"[""National Hemp"",""Cannabis or Hemp Flower for Smoking"",""Arsenic"",""LOQ""]",1,number,0.05,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,468,"[""National Hemp"",""Cannabis or Hemp Flower for Smoking"",""Arsenic"",""MU""]",1,number,20.6,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,469,"[""National Hemp"",""Cannabis or Hemp Flower for Smoking"",""Arsenic"",""Pass/Fail Limits""]",1,number,0.2,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,471,"[""National Hemp"",""Cannabis or Hemp Flower for Smoking"",""Cadmium"",""LOQ""]",1,number,0.05,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,472,"[""National Hemp"",""Cannabis or Hemp Flower for Smoking"",""Cadmium"",""MU""]",1,number,32.2,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,473,"[""National Hemp"",""Cannabis or Hemp Flower for Smoking"",""Cadmium"",""Pass/Fail Limits""]",1,number,0.2,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,475,"[""National Hemp"",""Cannabis or Hemp Flower for Smoking"",""Lead"",""LOQ""]",1,number,0.05,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,476,"[""National Hemp"",""Cannabis or Hemp Flower for Smoking"",""Lead"",""MU""]",1,number,48.8,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,477,"[""National Hemp"",""Cannabis or Hemp Flower for Smoking"",""Lead"",""Pass/Fail Limits""]",1,number,0.5,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,479,"[""National Hemp"",""Cannabis or Hemp Flower for Smoking"",""Mercury"",""LOQ""]",1,number,0.05,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,480,"[""National Hemp"",""Cannabis or Hemp Flower for Smoking"",""Mercury"",""MU""]",1,number,13,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,481,"[""National Hemp"",""Cannabis or Hemp Flower for Smoking"",""Mercury"",""Pass/Fail Limits""]",1,number,0.1,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,484,"[""National Hemp"",""Cannabis or Hemp Infused Flower"",""Arsenic"",""LOQ""]",1,number,0.05,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,485,"[""National Hemp"",""Cannabis or Hemp Infused Flower"",""Arsenic"",""MU""]",1,number,20.6,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,486,"[""National Hemp"",""Cannabis or Hemp Infused Flower"",""Arsenic"",""Pass/Fail Limits""]",1,number,0.2,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,488,"[""National Hemp"",""Cannabis or Hemp Infused Flower"",""Cadmium"",""LOQ""]",1,number,0.05,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,489,"[""National Hemp"",""Cannabis or Hemp Infused Flower"",""Cadmium"",""MU""]",1,number,32.2,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,490,"[""National Hemp"",""Cannabis or Hemp Infused Flower"",""Cadmium"",""Pass/Fail Limits""]",1,number,0.2,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,492,"[""National Hemp"",""Cannabis or Hemp Infused Flower"",""Lead"",""LOQ""]",1,number,0.05,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,493,"[""National Hemp"",""Cannabis or Hemp Infused Flower"",""Lead"",""MU""]",1,number,48.8,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,494,"[""National Hemp"",""Cannabis or Hemp Infused Flower"",""Lead"",""Pass/Fail Limits""]",1,number,0.5,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,496,"[""National Hemp"",""Cannabis or Hemp Infused Flower"",""Mercury"",""LOQ""]",1,number,0.05,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,497,"[""National Hemp"",""Cannabis or Hemp Infused Flower"",""Mercury"",""MU""]",1,number,13,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,498,"[""National Hemp"",""Cannabis or Hemp Infused Flower"",""Mercury"",""Pass/Fail Limits""]",1,number,0.1,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,501,"[""National Hemp"",""Cannabis or Hemp Liquid Edible"",""Arsenic"",""LOQ""]",1,number,0.05,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,502,"[""National Hemp"",""Cannabis or Hemp Liquid Edible"",""Arsenic"",""MU""]",1,number,10.7,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,503,"[""National Hemp"",""Cannabis or Hemp Liquid Edible"",""Arsenic"",""Pass/Fail Limits""]",1,number,1.5,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,505,"[""National Hemp"",""Cannabis or Hemp Liquid Edible"",""Cadmium"",""LOQ""]",1,number,0.05,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,506,"[""National Hemp"",""Cannabis or Hemp Liquid Edible"",""Cadmium"",""MU""]",1,number,30.7,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,507,"[""National Hemp"",""Cannabis or Hemp Liquid Edible"",""Cadmium"",""Pass/Fail Limits""]",1,number,0.5,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,509,"[""National Hemp"",""Cannabis or Hemp Liquid Edible"",""Lead"",""LOQ""]",1,number,0.05,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,510,"[""National Hemp"",""Cannabis or Hemp Liquid Edible"",""Lead"",""MU""]",1,number,5.4,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,511,"[""National Hemp"",""Cannabis or Hemp Liquid Edible"",""Lead"",""Pass/Fail Limits""]",1,number,0.5,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,513,"[""National Hemp"",""Cannabis or Hemp Liquid Edible"",""Mercury"",""LOQ""]",1,number,0.05,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,514,"[""National Hemp"",""Cannabis or Hemp Liquid Edible"",""Mercury"",""MU""]",1,number,17.6,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,515,"[""National Hemp"",""Cannabis or Hemp Liquid Edible"",""Mercury"",""Pass/Fail Limits""]",1,number,3,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,518,"[""National Hemp"",""Cannabis or Hemp Non-Liquid Edibles"",""Arsenic"",""LOQ""]",1,number,0.05,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,519,"[""National Hemp"",""Cannabis or Hemp Non-Liquid Edibles"",""Arsenic"",""MU""]",1,number,10.7,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,520,"[""National Hemp"",""Cannabis or Hemp Non-Liquid Edibles"",""Arsenic"",""Pass/Fail Limits""]",1,number,1.5,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,522,"[""National Hemp"",""Cannabis or Hemp Non-Liquid Edibles"",""Cadmium"",""LOQ""]",1,number,0.05,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,523,"[""National Hemp"",""Cannabis or Hemp Non-Liquid Edibles"",""Cadmium"",""MU""]",1,number,30.7,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,524,"[""National Hemp"",""Cannabis or Hemp Non-Liquid Edibles"",""Cadmium"",""Pass/Fail Limits""]",1,number,0.5,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,526,"[""National Hemp"",""Cannabis or Hemp Non-Liquid Edibles"",""Lead"",""LOQ""]",1,number,0.05,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,527,"[""National Hemp"",""Cannabis or Hemp Non-Liquid Edibles"",""Lead"",""MU""]",1,number,5.4,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,528,"[""National Hemp"",""Cannabis or Hemp Non-Liquid Edibles"",""Lead"",""Pass/Fail Limits""]",1,number,0.5,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,530,"[""National Hemp"",""Cannabis or Hemp Non-Liquid Edibles"",""Mercury"",""LOQ""]",1,number,0.05,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,531,"[""National Hemp"",""Cannabis or Hemp Non-Liquid Edibles"",""Mercury"",""MU""]",1,number,17.6,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,532,"[""National Hemp"",""Cannabis or Hemp Non-Liquid Edibles"",""Mercury"",""Pass/Fail Limits""]",1,number,3,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,535,"[""National Hemp"",""Cannabis or Hemp Resins for Edible"",""Arsenic"",""LOQ""]",1,number,0.05,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,536,"[""National Hemp"",""Cannabis or Hemp Resins for Edible"",""Arsenic"",""MU""]",1,number,10.7,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,537,"[""National Hemp"",""Cannabis or Hemp Resins for Edible"",""Arsenic"",""Pass/Fail Limits""]",1,number,1.5,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,539,"[""National Hemp"",""Cannabis or Hemp Resins for Edible"",""Cadmium"",""LOQ""]",1,number,0.05,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,540,"[""National Hemp"",""Cannabis or Hemp Resins for Edible"",""Cadmium"",""MU""]",1,number,30.7,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,541,"[""National Hemp"",""Cannabis or Hemp Resins for Edible"",""Cadmium"",""Pass/Fail Limits""]",1,number,0.5,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,543,"[""National Hemp"",""Cannabis or Hemp Resins for Edible"",""Lead"",""LOQ""]",1,number,0.05,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,544,"[""National Hemp"",""Cannabis or Hemp Resins for Edible"",""Lead"",""MU""]",1,number,5.4,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,545,"[""National Hemp"",""Cannabis or Hemp Resins for Edible"",""Lead"",""Pass/Fail Limits""]",1,number,0.5,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,547,"[""National Hemp"",""Cannabis or Hemp Resins for Edible"",""Mercury"",""LOQ""]",1,number,0.05,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,548,"[""National Hemp"",""Cannabis or Hemp Resins for Edible"",""Mercury"",""MU""]",1,number,17.6,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,549,"[""National Hemp"",""Cannabis or Hemp Resins for Edible"",""Mercury"",""Pass/Fail Limits""]",1,number,3,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,552,"[""National Hemp"",""Cannabis or Hemp Resins for Inhalation"",""Arsenic"",""LOQ""]",1,number,0.05,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,553,"[""National Hemp"",""Cannabis or Hemp Resins for Inhalation"",""Arsenic"",""MU""]",1,number,10.7,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,554,"[""National Hemp"",""Cannabis or Hemp Resins for Inhalation"",""Arsenic"",""Pass/Fail Limits""]",1,number,0.2,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,556,"[""National Hemp"",""Cannabis or Hemp Resins for Inhalation"",""Cadmium"",""LOQ""]",1,number,0.05,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,557,"[""National Hemp"",""Cannabis or Hemp Resins for Inhalation"",""Cadmium"",""MU""]",1,number,30.7,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,558,"[""National Hemp"",""Cannabis or Hemp Resins for Inhalation"",""Cadmium"",""Pass/Fail Limits""]",1,number,0.2,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,560,"[""National Hemp"",""Cannabis or Hemp Resins for Inhalation"",""Lead"",""LOQ""]",1,number,0.05,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,561,"[""National Hemp"",""Cannabis or Hemp Resins for Inhalation"",""Lead"",""MU""]",1,number,5.4,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,562,"[""National Hemp"",""Cannabis or Hemp Resins for Inhalation"",""Lead"",""Pass/Fail Limits""]",1,number,0.5,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,564,"[""National Hemp"",""Cannabis or Hemp Resins for Inhalation"",""Mercury"",""LOQ""]",1,number,0.05,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,565,"[""National Hemp"",""Cannabis or Hemp Resins for Inhalation"",""Mercury"",""MU""]",1,number,17.6,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,566,"[""National Hemp"",""Cannabis or Hemp Resins for Inhalation"",""Mercury"",""Pass/Fail Limits""]",1,number,0.1,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,569,"[""National Hemp"",""Cannabis or Hemp Rosins for Edible"",""Arsenic"",""LOQ""]",1,number,0.05,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,570,"[""National Hemp"",""Cannabis or Hemp Rosins for Edible"",""Arsenic"",""MU""]",1,number,10.7,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,571,"[""National Hemp"",""Cannabis or Hemp Rosins for Edible"",""Arsenic"",""Pass/Fail Limits""]",1,number,1.5,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,573,"[""National Hemp"",""Cannabis or Hemp Rosins for Edible"",""Cadmium"",""LOQ""]",1,number,0.05,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,574,"[""National Hemp"",""Cannabis or Hemp Rosins for Edible"",""Cadmium"",""MU""]",1,number,30.7,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,575,"[""National Hemp"",""Cannabis or Hemp Rosins for Edible"",""Cadmium"",""Pass/Fail Limits""]",1,number,0.5,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,577,"[""National Hemp"",""Cannabis or Hemp Rosins for Edible"",""Lead"",""LOQ""]",1,number,0.05,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,578,"[""National Hemp"",""Cannabis or Hemp Rosins for Edible"",""Lead"",""MU""]",1,number,5.4,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,579,"[""National Hemp"",""Cannabis or Hemp Rosins for Edible"",""Lead"",""Pass/Fail Limits""]",1,number,0.5,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,581,"[""National Hemp"",""Cannabis or Hemp Rosins for Edible"",""Mercury"",""LOQ""]",1,number,0.05,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,582,"[""National Hemp"",""Cannabis or Hemp Rosins for Edible"",""Mercury"",""MU""]",1,number,17.6,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,583,"[""National Hemp"",""Cannabis or Hemp Rosins for Edible"",""Mercury"",""Pass/Fail Limits""]",1,number,3,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,586,"[""National Hemp"",""Cannabis or Hemp Rosins for Inhalation"",""Arsenic"",""LOQ""]",1,number,0.05,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,587,"[""National Hemp"",""Cannabis or Hemp Rosins for Inhalation"",""Arsenic"",""MU""]",1,number,10.7,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,588,"[""National Hemp"",""Cannabis or Hemp Rosins for Inhalation"",""Arsenic"",""Pass/Fail Limits""]",1,number,0.2,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,590,"[""National Hemp"",""Cannabis or Hemp Rosins for Inhalation"",""Cadmium"",""LOQ""]",1,number,0.05,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,591,"[""National Hemp"",""Cannabis or Hemp Rosins for Inhalation"",""Cadmium"",""MU""]",1,number,30.7,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,592,"[""National Hemp"",""Cannabis or Hemp Rosins for Inhalation"",""Cadmium"",""Pass/Fail Limits""]",1,number,0.2,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,594,"[""National Hemp"",""Cannabis or Hemp Rosins for Inhalation"",""Lead"",""LOQ""]",1,number,0.05,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,595,"[""National Hemp"",""Cannabis or Hemp Rosins for Inhalation"",""Lead"",""MU""]",1,number,5.4,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,596,"[""National Hemp"",""Cannabis or Hemp Rosins for Inhalation"",""Lead"",""Pass/Fail Limits""]",1,number,0.5,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,598,"[""National Hemp"",""Cannabis or Hemp Rosins for Inhalation"",""Mercury"",""LOQ""]",1,number,0.05,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,599,"[""National Hemp"",""Cannabis or Hemp Rosins for Inhalation"",""Mercury"",""MU""]",1,number,17.6,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,600,"[""National Hemp"",""Cannabis or Hemp Rosins for Inhalation"",""Mercury"",""Pass/Fail Limits""]",1,number,0.1,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,603,"[""National Hemp"",""Hemp Resins - Artificially Derived"",""Arsenic"",""LOQ""]",1,number,0.05,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,604,"[""National Hemp"",""Hemp Resins - Artificially Derived"",""Arsenic"",""MU""]",1,number,10.7,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,605,"[""National Hemp"",""Hemp Resins - Artificially Derived"",""Arsenic"",""Pass/Fail Limits""]",1,number,1.5,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,607,"[""National Hemp"",""Hemp Resins - Artificially Derived"",""Cadmium"",""LOQ""]",1,number,0.05,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,608,"[""National Hemp"",""Hemp Resins - Artificially Derived"",""Cadmium"",""MU""]",1,number,30.7,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,609,"[""National Hemp"",""Hemp Resins - Artificially Derived"",""Cadmium"",""Pass/Fail Limits""]",1,number,0.5,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,611,"[""National Hemp"",""Hemp Resins - Artificially Derived"",""Lead"",""LOQ""]",1,number,0.05,
1ddd77a8-1f6f-4b62-afb9-ac0c877af0bc,Cannabis Heavy Metals,612,"[""National Hemp"",""Hemp Resins - Artificially Derived"",""Lead"",""MU""]",1,number,5.4,
