configuration_id,item_name,category,inventory_type,units,size,active_state,resource_group_ids,source_page,lot_tracking_state,expiration_tracking_state,storage_location_state,reorder_configuration_state,minimum_stock_configuration_state,description,supplier_manufacturer_catalog,stock_balances,lots_transactions_attachments
188,Pipette - 1000µL Filtered Tips,General Consumables,not_exposed,,,not_exposed,[],6,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
192,Pipette - 1000µL Microman Tips,Consumables,not_exposed,,,not_exposed,[],6,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
193,Pipette - 100µL Microman Tips,Consumables,not_exposed,,,not_exposed,[],6,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
109,Pipette - 10mL Pipette Filters,Consumables,not_exposed,,,not_exposed,[],6,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
187,Pipette - 10mL Pipette Tips,Consumables,not_exposed,,,not_exposed,[],6,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
275,Pipette - 10mL Serological Tips,Consumables,not_exposed,,,not_exposed,[],6,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
189,Pipette - 10µL Filtered Tips,Consumables,not_exposed,,,not_exposed,[],6,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
195,Pipette - 10µL Microman Tips,Consumables,not_exposed,,,not_exposed,[],6,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
190,Pipette - 200µL Filtered Tips,Consumables,not_exposed,,,not_exposed,[],6,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
191,Pipette - 20µL Filtered Tips,Consumables,not_exposed,,,not_exposed,[],6,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
194,Pipette - 250µL Microman Tips,Consumables,not_exposed,,,not_exposed,[],6,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
274,Pipette - 25mL Serological Tips,Consumables,not_exposed,,,not_exposed,[],6,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
112,Pipette - 3.0mL Transfer Pipettes,Consumables,not_exposed,,,not_exposed,[],6,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
120,Plastic Beakers,Consumables,not_exposed,,,not_exposed,[],6,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
175,"Pressurized Gas, Argon",Consumables,not_exposed,"[""tank""]","[""1""]",not_exposed,"[5,6,9]",6,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
176,"Pressurized Gas, Helium",Consumables,not_exposed,"[""tank""]","[""1""]",not_exposed,"[5,7]",6,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
282,"Pressurized Gas, Hydrogen",Consumables,not_exposed,,,not_exposed,[],6,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
196,Repeater - 0.5mL Repeater Tips,Consumables,not_exposed,,,not_exposed,[],6,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
197,Repeater - 10mL Repeater Tips,Consumables,not_exposed,,,not_exposed,[],6,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
111,Repeater - 2.5mL Repeater Tips,Consumables,not_exposed,,,not_exposed,[],7,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
244,Repeater - 25mL Repeater Tip Cap,Consumables,not_exposed,,,not_exposed,[],7,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
245,Repeater - 25mL Repeater Tips,Consumables,not_exposed,,,not_exposed,[],7,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
113,Repeater - 50mL Repeater Tip Caps,Consumables,not_exposed,,,not_exposed,[],7,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
198,Repeater - 50mL Repeater Tips,Consumables,not_exposed,,,not_exposed,[],7,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
131,"RS - DMAC, Dimethylacetamide",Solvents,not_exposed,"[""mL""]","[""1000""]",not_exposed,[7],7,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
123,RS - Headspace Crimping Caps,Consumables,not_exposed,,,not_exposed,[],7,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
229,RS - Residual Solv. VOC Mix,Reference Standards,not_exposed,"[""uL""]","[""1000""]",not_exposed,[7],7,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
230,RS - Residual Solvents Mix #1,Reference Standards,not_exposed,"[""uL""]","[""1000""]",not_exposed,[7],7,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
231,RS/Terpenes - GC Column SH-I-624Sil MS Capillary,Consumables,not_exposed,"[""columns""]","[""1""]",not_exposed,[7],7,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
133,Syringe - 0.22µm PTFE Filter,Consumables,not_exposed,,,not_exposed,[],7,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
273,Syringe - 0.22µm YM Filter,,not_exposed,,,not_exposed,[],7,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
263,Syringe - 30mL Syringe,Consumables,not_exposed,,,not_exposed,[],7,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
184,Syringe - 3mL Syringe,Consumables,not_exposed,,,not_exposed,[],7,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
185,Syringe - 5mL Syringe,Consumables,not_exposed,,,not_exposed,[],7,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
295,Terpenes - Cannabis Terpenes Std #1,Consumables,not_exposed,,,not_exposed,[],7,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
296,Terpenes - Cannabis Terpenes Std #2,Consumables,not_exposed,,,not_exposed,[],7,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
283,Terpenes - Ethyl Acetate,Solvents,not_exposed,,,not_exposed,[],7,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
284,Tridecane,Solvents,not_exposed,,,not_exposed,[],7,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
200,Tubes - 15mL Centrifuge Tubes,Consumables,not_exposed,,,not_exposed,[],7,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
186,Tubes - 15mL Test Tubes (HM),Consumables,not_exposed,,,not_exposed,[],8,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
202,Tubes - 50mL Green Cap Centrifuge Tubes,Consumables,not_exposed,,,not_exposed,[],8,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
204,Tubes - 50mL Red Cap Centrifuge Tubes,General Consumables,not_exposed,,,not_exposed,[],8,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
205,Tubes - 50mL Self-Standing Centrifuge Tubes,General Consumables,not_exposed,,,not_exposed,[],8,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
203,Tubes - 5mL Test Tubes,Consumables,not_exposed,,,not_exposed,[],8,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
209,Vials - 2mL High-Recovery Vials,Consumables,not_exposed,,,not_exposed,[],8,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
210,Vials - 2mL HPLC Amber Vials,Consumables,not_exposed,,,not_exposed,[],8,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
208,Vials - Headspace Vials GCMS,Consumables,not_exposed,,,not_exposed,[],8,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
206,WA - 0.150aw Verification Std,Reference Standards,not_exposed,"[""tubes""]","[""50""]",not_exposed,[3],8,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
215,WA - 0.500aw Verification Std,Reference Standards,not_exposed,"[""tubes""]","[""50""]",not_exposed,[3],8,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
216,WA - 0.760aw Verification Std,Reference Standards,not_exposed,"[""tubes""]","[""50""]",not_exposed,[3],8,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
207,WA - 1.000aw Verification Std,Reference Standards,not_exposed,"[""tubes""]","[""50""]",not_exposed,[3],8,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
180,WA - Sample Cup Lids,Consumables,not_exposed,,,not_exposed,[],8,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
181,WA - Sample Cups,Consumables,not_exposed,,,not_exposed,[],8,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
211,"Water, LC-MS (Fisher)",Solvents,not_exposed,"[""mL""]","[""4000""]",not_exposed,"[6,8]",8,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
212,"Water, LC-MS (Honeywell)",Solvents,not_exposed,,,not_exposed,[],8,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
213,Weighing Boats Large,Consumables,not_exposed,,,not_exposed,[],8,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
214,Weighing Boats Small,Consumables,not_exposed,,,not_exposed,[],8,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,field_present_behavior_not_verified,omitted,omitted,omitted,not_opened
