protocol_id,protocol_name,protocol_active_state,step_sequence,step_id,step_name,step_description,worksheet_id,worksheet_name,priority,protocol_detail_url
12,[Batch] Quantitative Pesticide in Cannabis Flower Protocol,not_exposed_on_detail_page,9,50,Pest Myco (Qualitative) | LC-MS/MS Setup and Measurement,"This protocol step is to document the LC-MS/MS Setup and Measurement steps. It gives the steps from Pesticide and Mycotoxin Screening Assay SOP, Section 8.6.",76,Pest Myco [Protocol WS] LC-MS/MS Setup and Measurement,,https://ait.qbench.net/protocol?id=12
12,[Batch] Quantitative Pesticide in Cannabis Flower Protocol,not_exposed_on_detail_page,10,88,Pest (Quantitative) | Laboratory Control Requirements,,156,Pest (Quantitative) [Protocol WS] Laboratory Control Requirements,,https://ait.qbench.net/protocol?id=12
12,[Batch] Quantitative Pesticide in Cannabis Flower Protocol,not_exposed_on_detail_page,11,89,Pest (Quantitative) | Calculations and Reporting of Results,,157,Pest (Quantitative) [Protocol WS] Calculations and Reporting of Results,,https://ait.qbench.net/protocol?id=12
12,[Batch] Quantitative Pesticide in Cannabis Flower Protocol,not_exposed_on_detail_page,12,22,Cannabis/Hemp | Instrument Output and QBench Upload of Results,This protocol step holds instructions for our to obtain the output file from each cannabis instrument and how to upload into QBench. There is a tab for each instruement. There are also links to Loom recording showing how to perform these steps.,40,General {Protocol WS} Instrument Output and QBench Upload of Results,,https://ait.qbench.net/protocol?id=12
12,[Batch] Quantitative Pesticide in Cannabis Flower Protocol,not_exposed_on_detail_page,13,23,Cannabis/Hemp | Overall Chemist Review of Batch,This step holds a worksheet for steps to check after the batch is to complete to do a quality check on the overall batch and records within QBench.,41,Cannabis/Hemp {Protocol WS} Overall Chemist Review of Batch,,https://ait.qbench.net/protocol?id=12
6,[Batch] Residual Solvents Protocol,not_exposed_on_detail_page,1,11,Assigning Equipment Usage to Batch,Instructions on how to assign equipment to batch.,26,[Protocol Step WS] Assigning Equipment to Batch,,https://ait.qbench.net/protocol?id=6
6,[Batch] Residual Solvents Protocol,not_exposed_on_detail_page,2,12,Assigning Inventory Usage to Batch,Instructions on how to assign inventory used to batch.,27,[Protocol Step WS] Assigning Inventory to Batch,,https://ait.qbench.net/protocol?id=6
6,[Batch] Residual Solvents Protocol,not_exposed_on_detail_page,3,32,Residual Solvents | Sample Preparation,This protocol step worksheet is to gather the information for sample preparation. It gives the steps and form from Residual Solvents Assay SOP Sections 8.3 & 8.4.,54,Residual Solvents [Protocol WS] Sample Preparation,,https://ait.qbench.net/protocol?id=6
6,[Batch] Residual Solvents Protocol,not_exposed_on_detail_page,4,33,Residual Solvents | Instrument Setup & Measurement,This protocol step worksheet is to gather the information for instrument setup and measurement. It gives the steps and form from Residual Solvents Assay SOP Section 8.6.,55,Residual Solvents [Protocol WS] Instrument Setup & Measurement,,https://ait.qbench.net/protocol?id=6
6,[Batch] Residual Solvents Protocol,not_exposed_on_detail_page,5,34,Residual Solvents | Quality Control Requirements,This protocol step worksheet is to gather the information for quality control requirements. It gives the steps and form from Residual Solvents Assay SOP Section 8.7.,56,Residual Solvents [Protocol WS] Quality Control Requirements,,https://ait.qbench.net/protocol?id=6
6,[Batch] Residual Solvents Protocol,not_exposed_on_detail_page,6,35,Residual Solvents | Calculations and Reporting of Results,This protocol step worksheet is to gather the information for calculations and reporting of results. It gives the steps and form from Residual Solvents Assay SOP Section 8.8.,57,Residual Solvents [Protocol WS] Calculations and Reporting of Results,,https://ait.qbench.net/protocol?id=6
6,[Batch] Residual Solvents Protocol,not_exposed_on_detail_page,7,22,Cannabis/Hemp | Instrument Output and QBench Upload of Results,This protocol step holds instructions for our to obtain the output file from each cannabis instrument and how to upload into QBench. There is a tab for each instruement. There are also links to Loom recording showing how to perform these steps.,40,General {Protocol WS} Instrument Output and QBench Upload of Results,,https://ait.qbench.net/protocol?id=6
6,[Batch] Residual Solvents Protocol,not_exposed_on_detail_page,8,23,Cannabis/Hemp | Overall Chemist Review of Batch,This step holds a worksheet for steps to check after the batch is to complete to do a quality check on the overall batch and records within QBench.,41,Cannabis/Hemp {Protocol WS} Overall Chemist Review of Batch,,https://ait.qbench.net/protocol?id=6
16,[Batch] Tempo Microbial Analysis Protocol,not_exposed_on_detail_page,1,12,Assigning Inventory Usage to Batch,Instructions on how to assign inventory used to batch.,27,[Protocol Step WS] Assigning Inventory to Batch,,https://ait.qbench.net/protocol?id=16
16,[Batch] Tempo Microbial Analysis Protocol,not_exposed_on_detail_page,2,11,Assigning Equipment Usage to Batch,Instructions on how to assign equipment to batch.,26,[Protocol Step WS] Assigning Equipment to Batch,,https://ait.qbench.net/protocol?id=16
16,[Batch] Tempo Microbial Analysis Protocol,not_exposed_on_detail_page,3,63,Tempo Microbial Analysis | Sample Preparation,,100,Tempo Microbial Analysis [Protocol] Worksheet Sample Preparation,,https://ait.qbench.net/protocol?id=16
16,[Batch] Tempo Microbial Analysis Protocol,not_exposed_on_detail_page,4,64,Tempo Microbial Analysis | Sample Incubation,,101,Tempo Microbial Analysis [Protocol] Worksheet Sample Incubation,,https://ait.qbench.net/protocol?id=16
16,[Batch] Tempo Microbial Analysis Protocol,not_exposed_on_detail_page,5,65,Tempo Microbial Analysis | Sample Reading,,102,Tempo Microbial Analysis [Protocol] Worksheet Sample Reading,,https://ait.qbench.net/protocol?id=16
16,[Batch] Tempo Microbial Analysis Protocol,not_exposed_on_detail_page,6,23,Cannabis/Hemp | Overall Chemist Review of Batch,This step holds a worksheet for steps to check after the batch is to complete to do a quality check on the overall batch and records within QBench.,41,Cannabis/Hemp {Protocol WS} Overall Chemist Review of Batch,,https://ait.qbench.net/protocol?id=16
9,[Batch] Terpenes Protocol,not_exposed_on_detail_page,,,,,,,,https://ait.qbench.net/protocol?id=9
3,[Batch] Water Activity Protocol,not_exposed_on_detail_page,1,11,Assigning Equipment Usage to Batch,Instructions on how to assign equipment to batch.,26,[Protocol Step WS] Assigning Equipment to Batch,,https://ait.qbench.net/protocol?id=3
3,[Batch] Water Activity Protocol,not_exposed_on_detail_page,2,8,Water Activity Clean Equipment,Step pertaining to cleaning the equipment before use. Worksheet stores the instructions for those steps.,23,Water Activity [Protocol WS] Clean Equipment,,https://ait.qbench.net/protocol?id=3
3,[Batch] Water Activity Protocol,not_exposed_on_detail_page,3,9,Water Activity Meter Verification,"This protocol step worksheet is for instructional purposes. It gives the steps from Water Activity Analysis SOP Dated 3/11/2026, Section 8.2.",24,Water Activity [Protocol WS] Meter Verification,,https://ait.qbench.net/protocol?id=3
3,[Batch] Water Activity Protocol,not_exposed_on_detail_page,4,10,Water Activity Sample Measurements,"This protocol step worksheet is to gather the measurements for Water Activity tests. It gives the steps and form from Water Activity Analysis SOP Dated 3/11/2026, Section 8.4.",25,Water Activity [Protocol WS] Sample Analysis,,https://ait.qbench.net/protocol?id=3
3,[Batch] Water Activity Protocol,not_exposed_on_detail_page,5,36,Water Activity Verify Results Went to Batch Worksheet Attached,This worksheet is the batch worksheet and connected directly to test worksheets.,29,Water Activity [Batch WS],,https://ait.qbench.net/protocol?id=3
3,[Batch] Water Activity Protocol,not_exposed_on_detail_page,6,12,Assigning Inventory Usage to Batch,Instructions on how to assign inventory used to batch.,27,[Protocol Step WS] Assigning Inventory to Batch,,https://ait.qbench.net/protocol?id=3
3,[Batch] Water Activity Protocol,not_exposed_on_detail_page,7,23,Cannabis/Hemp | Overall Chemist Review of Batch,This step holds a worksheet for steps to check after the batch is to complete to do a quality check on the overall batch and records within QBench.,41,Cannabis/Hemp {Protocol WS} Overall Chemist Review of Batch,,https://ait.qbench.net/protocol?id=3
10,[Test] Foreign Material Protocol,not_exposed_on_detail_page,1,11,Assigning Equipment Usage to Batch,Instructions on how to assign equipment to batch.,26,[Protocol Step WS] Assigning Equipment to Batch,,https://ait.qbench.net/protocol?id=10
10,[Test] Foreign Material Protocol,not_exposed_on_detail_page,2,37,Foreign Material Sample Analysis,,58,Foreign Material [Protocol WS] Perform FM Testing,,https://ait.qbench.net/protocol?id=10
10,[Test] Foreign Material Protocol,not_exposed_on_detail_page,3,23,Cannabis/Hemp | Overall Chemist Review of Batch,This step holds a worksheet for steps to check after the batch is to complete to do a quality check on the overall batch and records within QBench.,41,Cannabis/Hemp {Protocol WS} Overall Chemist Review of Batch,,https://ait.qbench.net/protocol?id=10
